date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:53:08	5312/5312	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Sep%202025%2012:52:34%20GMT	https://s.nlping.ru/media/subscribe/helper2.js.php?r=love-marafon	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.6f2187.delayed	(from http://nlping.ru/free_and_only)
15:53:08	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.70.delayed	(from http://nlping.ru/free_and_only)
15:53:08	41793/41793	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:07%20GMT	http://nlping.ru/F4AD7	./nlping_mirror/nlping.ru/F4AD7.html	(from http://nlping.ru/audio)
15:53:10	41644/41644	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:08%20GMT	http://nlping.ru/F4ADA	./nlping_mirror/nlping.ru/F4ADA.html	(from http://nlping.ru/audio)
15:53:10	41801/41801	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:08%20GMT	http://nlping.ru/F4AD8	./nlping_mirror/nlping.ru/F4AD8.html	(from http://nlping.ru/audio)
15:53:10	43035/43035	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:08%20GMT	http://nlping.ru/F4ABF	./nlping_mirror/nlping.ru/F4ABF.html	(from http://nlping.ru/audio)
15:53:10	41950/41950	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:09%20GMT	http://nlping.ru/F4AD9	./nlping_mirror/nlping.ru/F4AD9.html	(from http://nlping.ru/audio)
15:53:11	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Sep%202025%2012:53:09%20GMT	http://s.nlping.ru/media/subscribe/helper2.js.php?r=madding_metodichka	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.715ee7.delayed	(from http://nlping.ru/creation_of_reality-webinar-reg)
15:53:12	41951/41951	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:11%20GMT	http://nlping.ru/F477A	./nlping_mirror/nlping.ru/F477A.html	(from http://nlping.ru/audio)
15:53:12	42664/42664	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:10%20GMT	http://nlping.ru/F4ABE	./nlping_mirror/nlping.ru/F4ABE.html	(from http://nlping.ru/audio)
15:53:12	41329/41329	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:11%20GMT	http://nlping.ru/F486A	./nlping_mirror/nlping.ru/F486A.html	(from http://nlping.ru/audio)
15:53:13	51388/51388	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:12%20GMT	http://nlping.ru/skazki2012	./nlping_mirror/nlping.ru/skazki2012.html	(from http://nlping.ru/audio)
15:53:14	7135/7135	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:12%20GMT	http://nlping.ru/print.php?id=video	./nlping_mirror/nlping.ru/print8d4e.html	(from http://nlping.ru/video)
15:53:14	15517/15517	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:13%20GMT	http://nlping.ru/F48E9	./nlping_mirror/nlping.ru/F48E9.html	(from http://nlping.ru/video)
15:53:14	15600/15600	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:14%20GMT	http://nlping.ru/F48E0	./nlping_mirror/nlping.ru/F48E0.html	(from http://nlping.ru/video)
15:53:14	5312/5312	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Sep%202025%2012:53:11%20GMT	https://s.nlping.ru/media/subscribe/helper2.js.php?r=madding_metodichka	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.725ee7.delayed	(from http://nlping.ru/creation_of_reality-webinar-reg)
15:53:15	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.73.delayed	(from http://nlping.ru/creation_of_reality-webinar-reg)
15:53:16	15553/15553	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:15%20GMT	http://nlping.ru/F48E1	./nlping_mirror/nlping.ru/F48E1.html	(from http://nlping.ru/video)
15:53:16	42063/42063	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:15%20GMT	http://nlping.ru/F47BA	./nlping_mirror/nlping.ru/F47BA.html	(from http://nlping.ru/video)
15:53:16	15684/15684	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:15%20GMT	http://nlping.ru/F48E7	./nlping_mirror/nlping.ru/F48E7.html	(from http://nlping.ru/video)
15:53:16	42163/42163	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:15%20GMT	http://nlping.ru/F47B5	./nlping_mirror/nlping.ru/F47B5.html	(from http://nlping.ru/video)
15:53:17	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Sep%202025%2012:53:16%20GMT	http://s.nlping.ru/media/subscribe/helper2.js.php?r=metod_intuition	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.74b38d.delayed	(from http://nlping.ru/DE66AE3D-F46D7-AF324FC3)
15:53:18	42126/42126	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:16%20GMT	http://nlping.ru/F47A3	./nlping_mirror/nlping.ru/F47A3.html	(from http://nlping.ru/video)
15:53:18	41675/41675	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:16%20GMT	http://nlping.ru/F4885	./nlping_mirror/nlping.ru/F4885.html	(from http://nlping.ru/video)
15:53:19	42041/42041	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:16%20GMT	http://nlping.ru/F47B6	./nlping_mirror/nlping.ru/F47B6.html	(from http://nlping.ru/video)
15:53:19	41617/41617	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:18%20GMT	http://nlping.ru/F4A2C	./nlping_mirror/nlping.ru/F4A2C.html	(from http://nlping.ru/video)
15:53:19	41911/41911	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:18%20GMT	http://nlping.ru/F4A3F	./nlping_mirror/nlping.ru/F4A3F.html	(from http://nlping.ru/video)
15:53:20	41873/41873	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:19%20GMT	http://nlping.ru/F4A40	./nlping_mirror/nlping.ru/F4A40.html	(from http://nlping.ru/video)
15:53:21	40424/40424	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:20%20GMT	http://nlping.ru/F4ACB	./nlping_mirror/nlping.ru/F4ACB.html	(from http://nlping.ru/video)
15:53:21	12239/12239	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:20%20GMT	http://nlping.ru/making-training-algoritm	./nlping_mirror/nlping.ru/making-training-algoritm.html	(from http://nlping.ru/video)
15:53:21	6053/6053	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:21%20GMT	http://nlping.ru/print.php?id=3D9668D0-F436B-A3575E15	./nlping_mirror/nlping.ru/print32b5.html	(from http://nlping.ru/3D9668D0-F436B-A3575E15)
15:53:21	5312/5312	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Sep%202025%2012:53:17%20GMT	https://s.nlping.ru/media/subscribe/helper2.js.php?r=metod_intuition	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.75b38d.delayed	(from http://nlping.ru/DE66AE3D-F46D7-AF324FC3)
15:53:22	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.76.delayed	(from http://nlping.ru/DE66AE3D-F46D7-AF324FC3)
15:53:22	41797/41797	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:22%20GMT	http://nlping.ru/F4CD0	./nlping_mirror/nlping.ru/F4CD0.html	(from http://nlping.ru/3D9668D0-F436B-A3575E15)
15:53:23	14507/14507	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:22%20GMT	http://nlping.ru/F478B	./nlping_mirror/nlping.ru/F478B.html	(from http://nlping.ru/3D9668D0-F436B-A3575E15)
15:53:25	5779/5779	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:23%20GMT	http://nlping.ru/print.php?id=1524DC52-F4651-2FB51D87	./nlping_mirror/nlping.ru/print72c2.html	(from http://nlping.ru/1524DC52-F4651-2FB51D87)
15:53:26	44968/44968	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:24%20GMT	http://nlping.ru/89200782-F4653-F9CFE418	./nlping_mirror/nlping.ru/89200782-F4653-F9CFE418.html	(from http://nlping.ru/1524DC52-F4651-2FB51D87)
15:53:27	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Sep%202025%2012:53:24%20GMT	http://s.nlping.ru/media/subscribe/helper2.js.php?r=sell_trainings_x2	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.779804.delayed	(from http://nlping.ru/training10k)
15:53:29	36379/36379	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2005%20Sep%202025%2012:53:22%20GMT	http://nlping.ru/F488F	./nlping_mirror/nlping.ru/F488F	(from http://nlping.ru/3D9668D0-F436B-A3575E15)
15:53:29	36710/36710	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:27%20GMT	http://nlping.ru/8C0408EA-F4670-FC510EA9	./nlping_mirror/nlping.ru/8C0408EA-F4670-FC510EA9.html	(from http://nlping.ru/1524DC52-F4651-2FB51D87)
15:53:31	37148/37148	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:29%20GMT	http://nlping.ru/A0E5F947-F4655-5A54C351	./nlping_mirror/nlping.ru/A0E5F947-F4655-5A54C351.html	(from http://nlping.ru/1524DC52-F4651-2FB51D87)
15:53:31	168460/168460	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:22%20GMT	http://nlping.ru/02F59B37-F46B6-8AEDB203	./nlping_mirror/nlping.ru/02F59B37-F46B6-8AEDB203.html	(from http://nlping.ru/3D9668D0-F436B-A3575E15)
15:53:31	36452/36452	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2005%20Sep%202025%2012:53:26%20GMT	http://nlping.ru/D7DFAE57-F4665-0D74B27B	./nlping_mirror/nlping.ru/D7DFAE57-F4665-0D74B27B	(from http://nlping.ru/1524DC52-F4651-2FB51D87)
15:53:31	36617/36617	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:31%20GMT	http://nlping.ru/6F89F2F7-F465B-94CE3C07	./nlping_mirror/nlping.ru/6F89F2F7-F465B-94CE3C07.html	(from http://nlping.ru/1524DC52-F4651-2FB51D87)
15:53:31	5312/5312	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Sep%202025%2012:53:28%20GMT	https://s.nlping.ru/media/subscribe/helper2.js.php?r=sell_trainings_x2	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.789804.delayed	(from http://nlping.ru/training10k)
15:53:32	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.79.delayed	(from http://nlping.ru/training10k)
15:53:33	6075/6075	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:32%20GMT	http://nlping.ru/print.php?id=F4C1F	./nlping_mirror/nlping.ru/print8397.html	(from http://nlping.ru/F4C1F)
15:53:33	47902/47902	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:32%20GMT	http://nlping.ru/superpower	./nlping_mirror/nlping.ru/superpower.html	(from http://nlping.ru/F4C1F)
15:53:33	43231/43231	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:32%20GMT	http://nlping.ru/F4C21	./nlping_mirror/nlping.ru/F4C21.html	(from http://nlping.ru/F4C1F)
15:53:35	42576/42576	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:32%20GMT	http://nlping.ru/F4C88	./nlping_mirror/nlping.ru/F4C88.html	(from http://nlping.ru/DAEF12B9-F4495-77F033C8)
15:53:35	44796/44796	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:33%20GMT	http://nlping.ru/F4C22	./nlping_mirror/nlping.ru/F4C22.html	(from http://nlping.ru/F4C1F)
15:53:35	43148/43148	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:33%20GMT	http://nlping.ru/F4C23	./nlping_mirror/nlping.ru/F4C23.html	(from http://nlping.ru/F4C1F)
15:53:35	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Sep%202025%2012:53:32%20GMT	http://s.nlping.ru/media/subscribe/helper2.js.php?r=kak_sozdat_trening	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.7a2b95.delayed	(from http://nlping.ru/F4AFC)
15:53:36	44241/44241	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:35%20GMT	http://nlping.ru/F4C24	./nlping_mirror/nlping.ru/F4C24.html	(from http://nlping.ru/F4C1F)
15:53:37	222648/222648	U-----	200	untouched ('')	image/png	etag:%225272684d-365b8%22	http://nlping.ru/img/tropa_sily_thumbs.png	./nlping_mirror/nlping.ru/img/tropa_sily_thumbs.png	(from http://nlping.ru/tropa_movie)
15:53:37	6702/6702	U-----	200	untouched ('')	image/png	etag:%22502ba46e-1a2e%22	http://nlping.ru/images/button_register_orange.png	./nlping_mirror/nlping.ru/images/button_register_orange.png	(from http://nlping.ru/tropa_movie)
15:53:38	82275/82275	U-----	200	untouched ('')	image/jpeg	etag:%2253da613f-14163%22	http://nlping.ru/img/art/SD_free.jpg	./nlping_mirror/nlping.ru/img/art/SD_free.jpg	(from http://nlping.ru/spiralnaya_dinamika_vvedenie)
15:53:38	38769/38769	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:38%20GMT	http://nlping.ru/F4A47	./nlping_mirror/nlping.ru/F4A47.html	(from http://nlping.ru/tropa_movie)
15:53:39	6406/6406	U-----	200	untouched ('')	image/png	etag:%22519cabfd-1906%22	http://nlping.ru/images/button_enter_orange.png	./nlping_mirror/nlping.ru/images/button_enter_orange.png	(from http://nlping.ru/spiralnaya_dinamika_vvedenie)
15:53:40	17565/17565	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2005%20Sep%202025%2012:53:39%20GMT	http://nlping.ru/spiralnaya_dinamika_vvedenie_reg8725921987	./nlping_mirror/nlping.ru/spiralnaya_dinamika_vvedenie_reg8725921987	(from http://nlping.ru/spiralnaya_dinamika_vvedenie)
15:53:40	44033/44033	U-----	200	untouched ('')	image/jpeg	etag:%22504dfb2c-ac01%22	http://nlping.ru/img/SpiralDynamics3.jpg	./nlping_mirror/nlping.ru/img/SpiralDynamics3.jpg	(from http://nlping.ru/spiralnaya_dinamika_vvedenie)
15:53:40	15704/15704	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2005%20Sep%202025%2012:53:36%20GMT	http://nlping.ru/F4D94	./nlping_mirror/nlping.ru/F4D94	(from http://nlping.ru/tropa_movie)
15:53:40	5312/5312	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Sep%202025%2012:53:35%20GMT	https://s.nlping.ru/media/subscribe/helper2.js.php?r=kak_sozdat_trening	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.7b2b95.delayed	(from http://nlping.ru/F4AFC)
15:53:41	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.7c.delayed	(from http://nlping.ru/F4AFC)
15:53:41	89203/89203	U-----	200	untouched ('')	image/jpeg	etag:%22504df9aa-15c73%22	http://nlping.ru/img/%D3%E8%EB%E1%E5%F0_%F3%F0%EE%E2%ED%E8.jpg	./nlping_mirror/nlping.ru/img/%D3%E8%EB%E1%E5%F0_%F3%F0%EE%E2%ED%E8.jpg	(from http://nlping.ru/spiralnaya_dinamika_vvedenie)
15:53:41	14793/14793	U-----	200	untouched ('')	image/png	etag:%22502ba483-39c9%22	http://nlping.ru/img/egor-100x75.png	./nlping_mirror/nlping.ru/img/egor-100x75.png	(from http://nlping.ru/spiralnaya_dinamika_vvedenie)
15:53:41	101073/101073	U-----	200	untouched ('')	image/jpeg	etag:%22502ba47f-18ad1%22	http://nlping.ru/img/mind-layers2.jpg	./nlping_mirror/nlping.ru/img/mind-layers2.jpg	(from http://nlping.ru/mind-layers)
15:53:42	11792/11792	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2005%20Sep%202025%2012:53:41%20GMT	http://nlping.ru/mind-layers-vid	./nlping_mirror/nlping.ru/mind-layers-vid	(from http://nlping.ru/mind-layers)
15:53:42	63489/63489	U-----	200	untouched ('')	image/png	etag:%2251f2997c-f801%22	http://nlping.ru/img/Love.png	./nlping_mirror/nlping.ru/img/Love.png	(from http://nlping.ru/free_and_only)
15:53:42	6517/6517	U-----	200	untouched ('')	image/png	etag:%22502ba46e-1975%22	http://nlping.ru/images/button_get_orange.png	./nlping_mirror/nlping.ru/images/button_get_orange.png	(from http://nlping.ru/mind-layers)
15:53:42	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Sep%202025%2012:53:41%20GMT	http://s.nlping.ru/media/subscribe/helper2.js.php?r=4_dimensions_training	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.7d1f08.delayed	(from http://nlping.ru/bright_tranings)
15:53:43	48632/48632	U-----	200	untouched ('')	image/jpeg	etag:%2251b09446-bdf8%22	http://nlping.ru/img/%d0%a2%d0%b0%d1%82%d1%8c%d1%8f%d0%bd%d0%b0%20%d0%9c%d1%83%d0%b6%d0%b8%d1%86%d0%ba%d0%b0%d1%8f%20-%20%d0%ba%d1%82%d0%be%20%d0%b2%d0%b5%d0%b4%d0%b5%d1%82.jpg	./nlping_mirror/nlping.ru/img/%d0%a2%d0%b0%d1%82%d1%8c%d1%8f%d0%bd%d0%b0%20%d0%9c%d1%83%d0%b6%d0%b8%d1%86%d0%ba%d0%b0%d1%8f%20-%20%d0%ba%d1%82%d0%be%20%d0%b2%d0%b5%d0%b4%d0%b5%d1%82.jpg	(from http://nlping.ru/free_and_only)
15:53:43	53363/53363	U-----	200	untouched ('')	image/jpeg	etag:%2251f28c22-d073%22	http://nlping.ru/img/pikap.jpeg	./nlping_mirror/nlping.ru/img/pikap.jpg	(from http://nlping.ru/free_and_only)
15:53:43	5312/5312	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Sep%202025%2012:53:42%20GMT	https://s.nlping.ru/media/subscribe/helper2.js.php?r=4_dimensions_training	./nlping_mirror/s.nlping.ru/media/subscribe/helper2.js.7e1f08.delayed	(from http://nlping.ru/bright_tranings)
15:53:44	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.7f.delayed	(from http://nlping.ru/bright_tranings)
15:53:44	3881/3881	U-----	200	untouched ('')	image/jpeg	etag:%22502ba480-f29%22	http://nlping.ru/img/galka.jpg	./nlping_mirror/nlping.ru/img/galka.jpg	(from http://nlping.ru/creation_of_reality-webinar-reg)
15:53:44	93868/93868	U-----	200	untouched ('')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.7.1/jquery.min.js	./nlping_mirror/ajax.googleapis.com/ajax/libs/jquery/1.7.1/jquery.min.js	(from http://nlping.ru/free_and_only)
15:53:44	119655/119655	U-----	200	untouched ('')	image/jpeg	etag:%22502ba47f-1d367%22	http://nlping.ru/img/madding-screen-metodichka2.jpg	./nlping_mirror/nlping.ru/img/madding-screen-metodichka2.jpg	(from http://nlping.ru/creation_of_reality-webinar-reg)
15:53:45	13908/13908	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2005%20Sep%202025%2012:53:44%20GMT	http://nlping.ru/creation_of_reality-webinar	./nlping_mirror/nlping.ru/creation_of_reality-webinar	(from http://nlping.ru/creation_of_reality-webinar-reg)
15:53:45	39051/39051	U-----	200	untouched ('')	image/png	etag:%22502ba480-988b%22	http://nlping.ru/img/art/covers/MI_OC_200.png	./nlping_mirror/nlping.ru/img/art/covers/MI_OC_200.png	(from http://nlping.ru/DE66AE3D-F46D7-AF324FC3)
15:53:46	2406/2406	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Sep%202025%2012:53:45%20GMT	http://lp.nlping.ru/samouchitel_emo_sost/	./nlping_mirror/lp.nlping.ru/samouchitel_emo_sost/index.html	(from http://nlping.ru/F1DE9315-F42AB-8A44E905)
15:53:48	16011/16011	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2005%20Sep%202025%2012:53:46%20GMT	http://nlping.ru/training10k_base-download	./nlping_mirror/nlping.ru/training10k_base-download	(from http://nlping.ru/training10k)
15:53:48	16946/16946	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2005%20Sep%202025%2012:53:46%20GMT	http://nlping.ru/F4AFD	./nlping_mirror/nlping.ru/F4AFD	(from http://nlping.ru/F4AFC)
15:53:49	14/14	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Sep%202025%2012:53:48%20GMT	http://nlping.ru/<p>http://w.nlping.ru/mozg_special/</p>	./nlping_mirror/nlping.ru/_p_http_/w.nlping.ru/mozg_special/_/p_.html	(from http://nlping.ru/mozg2)
15:53:49	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.80.delayed	(from http://nlping.ru/7ul_2013)
15:53:49	36109/36109	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:45%20GMT	http://nlping.ru/subscribe_success	./nlping_mirror/nlping.ru/subscribe_success.html	(from http://nlping.ru/DE66AE3D-F46D7-AF324FC3)
15:53:49	13791/13791	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2005%20Sep%202025%2012:53:47%20GMT	http://nlping.ru/F4D44	./nlping_mirror/nlping.ru/F4D44	(from http://nlping.ru/bright_tranings)
15:53:49	2406/2406	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Sep%202025%2012:53:48%20GMT	http://lp.nlping.ru/nlp-praktik-3/?utm_source=nlping_menu	./nlping_mirror/lp.nlping.ru/nlp-praktik-3/index11a5.html	(from http://nlping.ru/nlp-praktik)
15:53:50	34902/34902	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:49%20GMT	http://nlping.ru/7ul_2013&ep=2	./nlping_mirror/nlping.ru/7ul_2013&ep=2.html	(from http://nlping.ru/7ul_2013)
15:53:50	0/-1	---M--	302	error ('')			http://nlping.ru/BB384C6D-F4604-7299A042	./nlping_mirror/nlping.ru/BB384C6D-F4604-7299A042.81.delayed	(from http://nlping.ru/trainers)
15:53:50	56808/56808	U-----	200	untouched ('')	image/jpeg	etag:%22502ba481-dde8%22	http://nlping.ru/img/art/7levels-leadership/7levels_leadership.jpg	./nlping_mirror/nlping.ru/img/art/7levels-leadership/7levels_leadership.jpg	(from http://nlping.ru/7ul_2013)
15:53:51	0/-1	---M--	302	error ('')			http://nlping.ru/F4DE5	./nlping_mirror/nlping.ru/F4DE5.82.delayed	(from http://nlping.ru/trainers)
15:53:51	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.84.delayed	(from http://nlping.ru/trainers)
15:53:51	42011/42011	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:50%20GMT	http://nlping.ru/?id=DA048280-F434C-05FECECD	./nlping_mirror/nlping.ru/index5c9c.html	(from http://nlping.ru/7ul_2013)
15:53:51	35062/35062	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:50%20GMT	http://nlping.ru/7ll-2&ep=2	./nlping_mirror/nlping.ru/7ll-2&ep=2.html	(from http://nlping.ru/7ul_2013)
15:53:51	33173/33173	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:51%20GMT	http://nlping.ru/7-levels-leadership	./nlping_mirror/nlping.ru/7-levels-leadership.html	(from http://nlping.ru/7ul_2013)
15:53:51	6075/6075	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:51%20GMT	http://nlping.ru/print.php?id=trainers	./nlping_mirror/nlping.ru/printc85a.html	(from http://nlping.ru/trainers)
15:53:53	42011/42011	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:52%20GMT	http://nlping.ru/DA048280-F434C-05FECECD	./nlping_mirror/nlping.ru/DA048280-F434C-05FECECD.html	(from http://nlping.ru/trainers)
15:53:53	37309/37309	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:52%20GMT	http://nlping.ru/F4DE6	./nlping_mirror/nlping.ru/F4DE6.html	(from http://nlping.ru/trainers)
15:53:53	39704/39704	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:52%20GMT	http://nlping.ru/konstantin_pukhov	./nlping_mirror/nlping.ru/konstantin_pukhov.html	(from http://nlping.ru/trainers)
15:53:53	36978/36978	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2005%20Sep%202025%2012:53:52%20GMT	http://nlping.ru/F4DE7	./nlping_mirror/nlping.ru/F4DE7.html	(from http://nlping.ru/trainers)
15:53:53	0/-1	---M--	302	error ('')			http://nlping.ru/BB384C6D-F4604-7299A042	./nlping_mirror/nlping.ru/BB384C6D-F4604-7299A042.85.delayed	(from http://nlping.ru/F4E16)
15:53:53	0/-1	---M--	302	error ('')			http://nlping.ru/F4DE5	./nlping_mirror/nlping.ru/F4DE5.86.delayed	(from http://nlping.ru/F4E16)
15:53:53	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.88.delayed	(from http://nlping.ru/F4E16)
15:53:53	0/-1	---M--	302	error ('')			http://nlping.ru/BB384C6D-F4604-7299A042	./nlping_mirror/nlping.ru/BB384C6D-F4604-7299A042.89.delayed	(from http://nlping.ru/F4E04)
15:53:53	0/-1	---M--	302	error ('')			http://nlping.ru/F4DE5	./nlping_mirror/nlping.ru/F4DE5.8a.delayed	(from http://nlping.ru/F4E04)
15:53:53	0/-1	---M--	302	error ('')			http://mc.yandex.ru/watch/4527586	./nlping_mirror/mc.yandex.ru/watch/4527586.8c.delayed	(from http://nlping.ru/F4E04)
15:53:55	43631/43631	U-----	200	untouched ('')	image/jpeg	etag:%225718cb82-aa6f%22	http://nlping.ru/img/art/blog.jpg	./nlping_mirror/nlping.ru/img/art/blog.jpg	(from http://nlping.ru/F4E16)
